column,TP,FP,FN,precision,recall,f1
CSV Column,5,0,4,1.0,0.5555555555555556,0.7142857142857143
Entity Class,9,0,0,1.0,1.0,1.0
Ontology Property,6,0,3,1.0,0.6666666666666666,0.8
Subject Generation,9,0,0,1.0,1.0,1.0
